,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
371,0.247,0.0639,3,-25.269,1,0.039,0.966,0.681,0.115,0.232,173.092,audio_features,5fsF4PoqIzmUaCkhiQVgvD,spotify:track:5fsF4PoqIzmUaCkhiQVgvD,https://api.spotify.com/v1/tracks/5fsF4PoqIzmUaCkhiQVgvD,https://api.spotify.com/v1/audio-analysis/5fsF4PoqIzmUaCkhiQVgvD,148920,3
372,0.217,0.179,11,-18.286,0,0.0324,0.95,0.783,0.109,0.15,61.803,audio_features,68fmov3tBTc3MefDzSLx6E,spotify:track:68fmov3tBTc3MefDzSLx6E,https://api.spotify.com/v1/tracks/68fmov3tBTc3MefDzSLx6E,https://api.spotify.com/v1/audio-analysis/68fmov3tBTc3MefDzSLx6E,337074,4
373,0.168,0.00571,8,-36.245,1,0.0404,0.995,0.92,0.068,0.0705,78.043,audio_features,4ObQ0m7VUtrgdEwpFeCKua,spotify:track:4ObQ0m7VUtrgdEwpFeCKua,https://api.spotify.com/v1/tracks/4ObQ0m7VUtrgdEwpFeCKua,https://api.spotify.com/v1/audio-analysis/4ObQ0m7VUtrgdEwpFeCKua,181693,3
374,0.252,0.00676,4,-31.909,1,0.0358,0.991,0.955,0.062,0.0897,109.115,audio_features,53zrZribB4xc2uRzZXWKCT,spotify:track:53zrZribB4xc2uRzZXWKCT,https://api.spotify.com/v1/tracks/53zrZribB4xc2uRzZXWKCT,https://api.spotify.com/v1/audio-analysis/53zrZribB4xc2uRzZXWKCT,273413,3
375,0.317,0.123,7,-20.378,0,0.0416,0.989,0.916,0.102,0.0518,132.874,audio_features,5Ks5ENUFNQDfaqxjZnCkVJ,spotify:track:5Ks5ENUFNQDfaqxjZnCkVJ,https://api.spotify.com/v1/tracks/5Ks5ENUFNQDfaqxjZnCkVJ,https://api.spotify.com/v1/audio-analysis/5Ks5ENUFNQDfaqxjZnCkVJ,575440,4
376,0.231,0.29,7,-15.514,1,0.0348,0.904,0.91,0.225,0.393,194.364,audio_features,1qq2EH18tQjsnbu7LOnFYw,spotify:track:1qq2EH18tQjsnbu7LOnFYw,https://api.spotify.com/v1/tracks/1qq2EH18tQjsnbu7LOnFYw,https://api.spotify.com/v1/audio-analysis/1qq2EH18tQjsnbu7LOnFYw,164400,3
377,0.21,0.316,10,-17.882,1,0.0327,0.879,0.876,0.0965,0.132,83.796,audio_features,48vM0830bIsyl1SDOkPb3N,spotify:track:48vM0830bIsyl1SDOkPb3N,https://api.spotify.com/v1/tracks/48vM0830bIsyl1SDOkPb3N,https://api.spotify.com/v1/audio-analysis/48vM0830bIsyl1SDOkPb3N,350141,4
378,0.33,0.00274,2,-37.342,0,0.0617,0.992,0.908,0.0668,0.188,61.088,audio_features,1ThKqYwGxzcxIrYsjfVr85,spotify:track:1ThKqYwGxzcxIrYsjfVr85,https://api.spotify.com/v1/tracks/1ThKqYwGxzcxIrYsjfVr85,https://api.spotify.com/v1/audio-analysis/1ThKqYwGxzcxIrYsjfVr85,143532,4
379,0.378,0.00553,4,-30.861,0,0.0759,0.995,0.946,0.0627,0.102,67.129,audio_features,6StjE2hce01PzynfEkfKvo,spotify:track:6StjE2hce01PzynfEkfKvo,https://api.spotify.com/v1/tracks/6StjE2hce01PzynfEkfKvo,https://api.spotify.com/v1/audio-analysis/6StjE2hce01PzynfEkfKvo,389280,5
380,0.198,0.228,9,-18.752,1,0.0363,0.974,0.912,0.186,0.361,107.513,audio_features,7HmJRMjJUhNwwLpIP9iGjX,spotify:track:7HmJRMjJUhNwwLpIP9iGjX,https://api.spotify.com/v1/tracks/7HmJRMjJUhNwwLpIP9iGjX,https://api.spotify.com/v1/audio-analysis/7HmJRMjJUhNwwLpIP9iGjX,75027,4
381,0.153,0.0522,2,-24.152,1,0.0425,0.968,0.736,0.0779,0.0335,74.107,audio_features,0THOfcpNrrnS4Sa0aClbyy,spotify:track:0THOfcpNrrnS4Sa0aClbyy,https://api.spotify.com/v1/tracks/0THOfcpNrrnS4Sa0aClbyy,https://api.spotify.com/v1/audio-analysis/0THOfcpNrrnS4Sa0aClbyy,721717,1
382,0.117,0.0539,11,-20.521,0,0.04,0.905,0.849,0.102,0.035,79.136,audio_features,64aL0VyWo5oQlrpPqP64fa,spotify:track:64aL0VyWo5oQlrpPqP64fa,https://api.spotify.com/v1/tracks/64aL0VyWo5oQlrpPqP64fa,https://api.spotify.com/v1/audio-analysis/64aL0VyWo5oQlrpPqP64fa,1154520,4
383,0.378,0.078,8,-24.417,1,0.0435,0.994,0.882,0.11,0.158,140.049,audio_features,73XvarzaBgxfIyVMjhDiwD,spotify:track:73XvarzaBgxfIyVMjhDiwD,https://api.spotify.com/v1/tracks/73XvarzaBgxfIyVMjhDiwD,https://api.spotify.com/v1/audio-analysis/73XvarzaBgxfIyVMjhDiwD,148293,3
384,0.227,0.00482,8,-36.351,1,0.036,0.993,0.912,0.157,0.0731,70.684,audio_features,2EAgTVB2EdsMdqaqOk062L,spotify:track:2EAgTVB2EdsMdqaqOk062L,https://api.spotify.com/v1/tracks/2EAgTVB2EdsMdqaqOk062L,https://api.spotify.com/v1/audio-analysis/2EAgTVB2EdsMdqaqOk062L,216284,5
385,0.219,0.00567,10,-29.479,0,0.0418,0.993,0.889,0.0791,0.0386,71.518,audio_features,1eCmiHCsUu88HSG2fsjJGj,spotify:track:1eCmiHCsUu88HSG2fsjJGj,https://api.spotify.com/v1/tracks/1eCmiHCsUu88HSG2fsjJGj,https://api.spotify.com/v1/audio-analysis/1eCmiHCsUu88HSG2fsjJGj,389240,4
386,0.234,0.00304,8,-36.857,1,0.0509,0.995,0.911,0.0935,0.0865,63.074,audio_features,3jeQSllNtDd0N8Ut3xbDCP,spotify:track:3jeQSllNtDd0N8Ut3xbDCP,https://api.spotify.com/v1/tracks/3jeQSllNtDd0N8Ut3xbDCP,https://api.spotify.com/v1/audio-analysis/3jeQSllNtDd0N8Ut3xbDCP,303280,4
387,0.248,0.00674,2,-36.547,1,0.0417,0.952,0.271,0.155,0.185,176.236,audio_features,6IuHbYWV49tArCbHBgMHl7,spotify:track:6IuHbYWV49tArCbHBgMHl7,https://api.spotify.com/v1/tracks/6IuHbYWV49tArCbHBgMHl7,https://api.spotify.com/v1/audio-analysis/6IuHbYWV49tArCbHBgMHl7,121933,3
388,0.354,0.208,10,-17.761,1,0.0388,0.948,0.918,0.0802,0.327,148.049,audio_features,1SHixA41Vy0TTlJJSX9Gbo,spotify:track:1SHixA41Vy0TTlJJSX9Gbo,https://api.spotify.com/v1/tracks/1SHixA41Vy0TTlJJSX9Gbo,https://api.spotify.com/v1/audio-analysis/1SHixA41Vy0TTlJJSX9Gbo,431787,4
389,0.225,0.00462,11,-36.952,1,0.0462,0.993,0.923,0.0927,0.113,70.69,audio_features,2rUjzTBFbRajEsprRkqkew,spotify:track:2rUjzTBFbRajEsprRkqkew,https://api.spotify.com/v1/tracks/2rUjzTBFbRajEsprRkqkew,https://api.spotify.com/v1/audio-analysis/2rUjzTBFbRajEsprRkqkew,494667,3
390,0.225,0.00317,5,-34.125,0,0.0433,0.994,0.945,0.0658,0.148,66.281,audio_features,4VdeGq538Yk71fIGlL54tO,spotify:track:4VdeGq538Yk71fIGlL54tO,https://api.spotify.com/v1/tracks/4VdeGq538Yk71fIGlL54tO,https://api.spotify.com/v1/audio-analysis/4VdeGq538Yk71fIGlL54tO,214613,3
391,0.194,0.0471,6,-27.402,1,0.0363,0.994,0.916,0.0909,0.065,65.15,audio_features,7G83YTYLdNqbfCeHO7IfWa,spotify:track:7G83YTYLdNqbfCeHO7IfWa,https://api.spotify.com/v1/tracks/7G83YTYLdNqbfCeHO7IfWa,https://api.spotify.com/v1/audio-analysis/7G83YTYLdNqbfCeHO7IfWa,160040,3
392,0.223,0.026,9,-29.255,0,0.0423,0.993,0.868,0.0745,0.0399,76.603,audio_features,75Rtw13Osv9RvQpLI28yXA,spotify:track:75Rtw13Osv9RvQpLI28yXA,https://api.spotify.com/v1/tracks/75Rtw13Osv9RvQpLI28yXA,https://api.spotify.com/v1/audio-analysis/75Rtw13Osv9RvQpLI28yXA,253293,4
393,0.215,0.123,1,-23.284,0,0.036,0.992,0.851,0.0918,0.0466,89.051,audio_features,4naE7LY4NrCyClyLTPv70i,spotify:track:4naE7LY4NrCyClyLTPv70i,https://api.spotify.com/v1/tracks/4naE7LY4NrCyClyLTPv70i,https://api.spotify.com/v1/audio-analysis/4naE7LY4NrCyClyLTPv70i,104400,5
394,0.0989,0.12,4,-18.168,1,0.0426,0.922,0.853,0.155,0.0552,46.462,audio_features,3EMLwLfIBPdJpwDyfREW8F,spotify:track:3EMLwLfIBPdJpwDyfREW8F,https://api.spotify.com/v1/tracks/3EMLwLfIBPdJpwDyfREW8F,https://api.spotify.com/v1/audio-analysis/3EMLwLfIBPdJpwDyfREW8F,214600,4
395,0.106,0.304,8,-17.548,1,0.0354,0.879,0.917,0.14,0.227,76.305,audio_features,4h2T57qY3FrrDasMRCaTbX,spotify:track:4h2T57qY3FrrDasMRCaTbX,https://api.spotify.com/v1/tracks/4h2T57qY3FrrDasMRCaTbX,https://api.spotify.com/v1/audio-analysis/4h2T57qY3FrrDasMRCaTbX,103745,1
396,0.199,0.165,8,-21.886,1,0.0444,0.98,0.00202,0.404,0.0737,84.376,audio_features,1MBHYLnl6Y3C8Cxrytdveg,spotify:track:1MBHYLnl6Y3C8Cxrytdveg,https://api.spotify.com/v1/tracks/1MBHYLnl6Y3C8Cxrytdveg,https://api.spotify.com/v1/audio-analysis/1MBHYLnl6Y3C8Cxrytdveg,238609,3
397,0.122,0.0384,3,-29.948,1,0.0432,0.962,0.0718,0.263,0.0382,176.639,audio_features,0u9QnBHOqVEJpNgDlxY5dh,spotify:track:0u9QnBHOqVEJpNgDlxY5dh,https://api.spotify.com/v1/tracks/0u9QnBHOqVEJpNgDlxY5dh,https://api.spotify.com/v1/audio-analysis/0u9QnBHOqVEJpNgDlxY5dh,385943,3
398,0.313,0.115,9,-20.551,1,0.0404,0.974,0.185,0.0712,0.207,128.077,audio_features,5Grt6uuwVLjxDHW8Xjr0nP,spotify:track:5Grt6uuwVLjxDHW8Xjr0nP,https://api.spotify.com/v1/tracks/5Grt6uuwVLjxDHW8Xjr0nP,https://api.spotify.com/v1/audio-analysis/5Grt6uuwVLjxDHW8Xjr0nP,708053,4
399,0.105,0.0306,2,-23.632,1,0.0416,0.959,0.436,0.0806,0.0434,87.612,audio_features,4JgFkoKuryiUtiqcvputm3,spotify:track:4JgFkoKuryiUtiqcvputm3,https://api.spotify.com/v1/tracks/4JgFkoKuryiUtiqcvputm3,https://api.spotify.com/v1/audio-analysis/4JgFkoKuryiUtiqcvputm3,394360,4
400,0.338,0.123,9,-19.969,1,0.0432,0.975,0.657,0.0834,0.283,135.146,audio_features,24rNoSNJmSBoHSgpnjDELQ,spotify:track:24rNoSNJmSBoHSgpnjDELQ,https://api.spotify.com/v1/tracks/24rNoSNJmSBoHSgpnjDELQ,https://api.spotify.com/v1/audio-analysis/24rNoSNJmSBoHSgpnjDELQ,490787,3
401,0.289,0.0348,9,-23.224,1,0.046,0.967,0.303,0.096,0.247,125.172,audio_features,4cFaOgP17X2MPp6eUC66C9,spotify:track:4cFaOgP17X2MPp6eUC66C9,https://api.spotify.com/v1/tracks/4cFaOgP17X2MPp6eUC66C9,https://api.spotify.com/v1/audio-analysis/4cFaOgP17X2MPp6eUC66C9,548880,4
402,0.109,0.00545,2,-29.652,1,0.0436,0.965,0.474,0.0838,0.0698,92.213,audio_features,5O9X0C8JfQtIEqTPTOfEaR,spotify:track:5O9X0C8JfQtIEqTPTOfEaR,https://api.spotify.com/v1/tracks/5O9X0C8JfQtIEqTPTOfEaR,https://api.spotify.com/v1/audio-analysis/5O9X0C8JfQtIEqTPTOfEaR,349520,4
403,0.192,0.0177,9,-24.947,1,0.0562,0.973,0.0482,0.247,0.305,45.194,audio_features,5J2RTGFJOQlYecPIgNDg8q,spotify:track:5J2RTGFJOQlYecPIgNDg8q,https://api.spotify.com/v1/tracks/5J2RTGFJOQlYecPIgNDg8q,https://api.spotify.com/v1/audio-analysis/5J2RTGFJOQlYecPIgNDg8q,423133,4
404,0.289,0.0234,9,-25.904,1,0.0462,0.968,0.119,0.0553,0.281,88.34,audio_features,7r0uWFUuVY7AKsPAHUsoYi,spotify:track:7r0uWFUuVY7AKsPAHUsoYi,https://api.spotify.com/v1/tracks/7r0uWFUuVY7AKsPAHUsoYi,https://api.spotify.com/v1/audio-analysis/7r0uWFUuVY7AKsPAHUsoYi,561733,4
405,0.176,0.0127,5,-26.101,1,0.0447,0.99,0.21,0.0989,0.114,82.377,audio_features,5pvYHT6fPjrds8tUDZ39As,spotify:track:5pvYHT6fPjrds8tUDZ39As,https://api.spotify.com/v1/tracks/5pvYHT6fPjrds8tUDZ39As,https://api.spotify.com/v1/audio-analysis/5pvYHT6fPjrds8tUDZ39As,320707,4
406,0.512,0.0295,7,-20.985,0,0.0434,0.985,0.32,0.129,0.338,136.56,audio_features,1a9nE4LLJ1mODQAu2UtS0c,spotify:track:1a9nE4LLJ1mODQAu2UtS0c,https://api.spotify.com/v1/tracks/1a9nE4LLJ1mODQAu2UtS0c,https://api.spotify.com/v1/audio-analysis/1a9nE4LLJ1mODQAu2UtS0c,88427,4
407,0.175,0.0144,10,-25.192,1,0.049,0.987,0.0158,0.0769,0.181,75.827,audio_features,5rxH3RF7P0tO2zcS0bhaxy,spotify:track:5rxH3RF7P0tO2zcS0bhaxy,https://api.spotify.com/v1/tracks/5rxH3RF7P0tO2zcS0bhaxy,https://api.spotify.com/v1/audio-analysis/5rxH3RF7P0tO2zcS0bhaxy,150973,4
408,0.43,0.2,0,-20.5,1,0.0454,0.99,0.916,0.101,0.811,120.638,audio_features,1VXn1R0D4NmDWA6tSJWDY3,spotify:track:1VXn1R0D4NmDWA6tSJWDY3,https://api.spotify.com/v1/tracks/1VXn1R0D4NmDWA6tSJWDY3,https://api.spotify.com/v1/audio-analysis/1VXn1R0D4NmDWA6tSJWDY3,287867,4
409,0.458,0.0491,5,-27.761,1,0.0496,0.994,0.932,0.094,0.297,109.433,audio_features,4UN1irvge7S30MNXEDUVDs,spotify:track:4UN1irvge7S30MNXEDUVDs,https://api.spotify.com/v1/tracks/4UN1irvge7S30MNXEDUVDs,https://api.spotify.com/v1/audio-analysis/4UN1irvge7S30MNXEDUVDs,281520,4
410,0.393,0.23,0,-18.884,1,0.0364,0.992,0.916,0.15,0.733,140.805,audio_features,6YY4h2BDXaNVQ5qa7rltUY,spotify:track:6YY4h2BDXaNVQ5qa7rltUY,https://api.spotify.com/v1/tracks/6YY4h2BDXaNVQ5qa7rltUY,https://api.spotify.com/v1/audio-analysis/6YY4h2BDXaNVQ5qa7rltUY,190773,4
411,0.433,0.12,5,-21.242,1,0.0476,0.994,0.939,0.0855,0.814,107.017,audio_features,2a9XgMztNiKuY2HEfv2VnH,spotify:track:2a9XgMztNiKuY2HEfv2VnH,https://api.spotify.com/v1/tracks/2a9XgMztNiKuY2HEfv2VnH,https://api.spotify.com/v1/audio-analysis/2a9XgMztNiKuY2HEfv2VnH,269480,3
412,0.459,0.00318,8,-30.451,1,0.0702,0.995,0.935,0.103,0.165,99.196,audio_features,2qoyvZqEwWJos3sghrV11W,spotify:track:2qoyvZqEwWJos3sghrV11W,https://api.spotify.com/v1/tracks/2qoyvZqEwWJos3sghrV11W,https://api.spotify.com/v1/audio-analysis/2qoyvZqEwWJos3sghrV11W,363213,4
413,0.45,0.129,5,-20.707,1,0.045,0.995,0.93,0.0906,0.739,151.595,audio_features,0wGJBd0p35wzkChIUXFq7G,spotify:track:0wGJBd0p35wzkChIUXFq7G,https://api.spotify.com/v1/tracks/0wGJBd0p35wzkChIUXFq7G,https://api.spotify.com/v1/audio-analysis/0wGJBd0p35wzkChIUXFq7G,171800,4
414,0.349,0.173,10,-19.862,1,0.0368,0.99,0.934,0.147,0.654,149.092,audio_features,4EDzdjM1IMDPWcowCeedrO,spotify:track:4EDzdjM1IMDPWcowCeedrO,https://api.spotify.com/v1/tracks/4EDzdjM1IMDPWcowCeedrO,https://api.spotify.com/v1/audio-analysis/4EDzdjM1IMDPWcowCeedrO,256267,4
415,0.4,0.0334,3,-26.333,1,0.0502,0.993,0.938,0.11,0.367,94.362,audio_features,3bURbpWSxXGl1R741ekg07,spotify:track:3bURbpWSxXGl1R741ekg07,https://api.spotify.com/v1/tracks/3bURbpWSxXGl1R741ekg07,https://api.spotify.com/v1/audio-analysis/3bURbpWSxXGl1R741ekg07,313867,3
416,0.473,0.167,10,-20.918,1,0.0464,0.992,0.921,0.126,0.595,94.955,audio_features,3vnGYLkqxeeK1CGVodZoZh,spotify:track:3vnGYLkqxeeK1CGVodZoZh,https://api.spotify.com/v1/tracks/3vnGYLkqxeeK1CGVodZoZh,https://api.spotify.com/v1/audio-analysis/3vnGYLkqxeeK1CGVodZoZh,247347,4
417,0.516,0.0255,3,-28.82,1,0.0556,0.996,0.933,0.131,0.322,102.276,audio_features,7D3sh1V2RA5fviB1PccfgR,spotify:track:7D3sh1V2RA5fviB1PccfgR,https://api.spotify.com/v1/tracks/7D3sh1V2RA5fviB1PccfgR,https://api.spotify.com/v1/audio-analysis/7D3sh1V2RA5fviB1PccfgR,264907,4
418,0.509,0.0369,3,-23.78,1,0.0489,0.994,0.93,0.114,0.542,142.073,audio_features,24yGxrKRPmbZ8UMlJ5sX7A,spotify:track:24yGxrKRPmbZ8UMlJ5sX7A,https://api.spotify.com/v1/tracks/24yGxrKRPmbZ8UMlJ5sX7A,https://api.spotify.com/v1/audio-analysis/24yGxrKRPmbZ8UMlJ5sX7A,237200,3
419,0.494,0.119,3,-19.843,1,0.0475,0.994,0.929,0.15,0.754,126.87,audio_features,11XYW4iWQxcZsLpIRGKFeE,spotify:track:11XYW4iWQxcZsLpIRGKFeE,https://api.spotify.com/v1/tracks/11XYW4iWQxcZsLpIRGKFeE,https://api.spotify.com/v1/audio-analysis/11XYW4iWQxcZsLpIRGKFeE,136800,4
420,0.409,0.149,7,-23.339,1,0.042,0.994,0.95,0.111,0.58,148.276,audio_features,6kRfyv81yspGIezjgjrWMe,spotify:track:6kRfyv81yspGIezjgjrWMe,https://api.spotify.com/v1/tracks/6kRfyv81yspGIezjgjrWMe,https://api.spotify.com/v1/audio-analysis/6kRfyv81yspGIezjgjrWMe,230853,3
421,0.419,0.0341,0,-31.632,1,0.0489,0.995,0.946,0.0652,0.409,104.283,audio_features,6txVpW5WY33omZ2GeYaY6M,spotify:track:6txVpW5WY33omZ2GeYaY6M,https://api.spotify.com/v1/tracks/6txVpW5WY33omZ2GeYaY6M,https://api.spotify.com/v1/audio-analysis/6txVpW5WY33omZ2GeYaY6M,261120,4
422,0.398,0.139,7,-19.739,1,0.0387,0.994,0.926,0.147,0.622,146.876,audio_features,7pod8IVskZixaQkwNCncsp,spotify:track:7pod8IVskZixaQkwNCncsp,https://api.spotify.com/v1/tracks/7pod8IVskZixaQkwNCncsp,https://api.spotify.com/v1/audio-analysis/7pod8IVskZixaQkwNCncsp,244547,4
423,0.343,0.316,2,-16.222,1,0.0364,0.986,0.925,0.125,0.701,156.14,audio_features,7MTxFRQZtae8JfNWfQRQvz,spotify:track:7MTxFRQZtae8JfNWfQRQvz,https://api.spotify.com/v1/tracks/7MTxFRQZtae8JfNWfQRQvz,https://api.spotify.com/v1/audio-analysis/7MTxFRQZtae8JfNWfQRQvz,284160,4
424,0.398,0.0386,9,-26.334,1,0.0508,0.992,0.9,0.0812,0.268,69.257,audio_features,6vBhUb6oTWsqRQG0zkprma,spotify:track:6vBhUb6oTWsqRQG0zkprma,https://api.spotify.com/v1/tracks/6vBhUb6oTWsqRQG0zkprma,https://api.spotify.com/v1/audio-analysis/6vBhUb6oTWsqRQG0zkprma,277240,3
425,0.33,0.129,2,-20.749,1,0.0473,0.988,0.921,0.11,0.385,78.002,audio_features,3Qn3q3ZYukJzRJWTwXGBWm,spotify:track:3Qn3q3ZYukJzRJWTwXGBWm,https://api.spotify.com/v1/tracks/3Qn3q3ZYukJzRJWTwXGBWm,https://api.spotify.com/v1/audio-analysis/3Qn3q3ZYukJzRJWTwXGBWm,929613,4
426,0.438,0.102,0,-21.826,1,0.05,0.993,0.934,0.154,0.472,163.461,audio_features,2zNDS3ER1wqzCUHib7XCoZ,spotify:track:2zNDS3ER1wqzCUHib7XCoZ,https://api.spotify.com/v1/tracks/2zNDS3ER1wqzCUHib7XCoZ,https://api.spotify.com/v1/audio-analysis/2zNDS3ER1wqzCUHib7XCoZ,337480,4
427,0.468,0.0147,5,-28.423,1,0.0528,0.994,0.913,0.121,0.312,82.493,audio_features,6MvwmnhgqGJPcKXq5wML3u,spotify:track:6MvwmnhgqGJPcKXq5wML3u,https://api.spotify.com/v1/tracks/6MvwmnhgqGJPcKXq5wML3u,https://api.spotify.com/v1/audio-analysis/6MvwmnhgqGJPcKXq5wML3u,360160,3
428,0.499,0.118,0,-22.038,1,0.0465,0.994,0.936,0.0908,0.586,90.45,audio_features,0vYgh5FpKGijiO6CEQsqjp,spotify:track:0vYgh5FpKGijiO6CEQsqjp,https://api.spotify.com/v1/tracks/0vYgh5FpKGijiO6CEQsqjp,https://api.spotify.com/v1/audio-analysis/0vYgh5FpKGijiO6CEQsqjp,344027,4
429,0.385,0.178,9,-18.514,0,0.0399,0.992,0.907,0.107,0.264,128.645,audio_features,3qsDJvajpqBclV4Xki3q3G,spotify:track:3qsDJvajpqBclV4Xki3q3G,https://api.spotify.com/v1/tracks/3qsDJvajpqBclV4Xki3q3G,https://api.spotify.com/v1/audio-analysis/3qsDJvajpqBclV4Xki3q3G,353560,4
430,0.458,0.0279,5,-30.361,1,0.0581,0.994,0.926,0.0671,0.15,71.458,audio_features,4CccTzmH9iOdBusEePnhJB,spotify:track:4CccTzmH9iOdBusEePnhJB,https://api.spotify.com/v1/tracks/4CccTzmH9iOdBusEePnhJB,https://api.spotify.com/v1/audio-analysis/4CccTzmH9iOdBusEePnhJB,629240,4
431,0.474,0.159,9,-19.083,0,0.0449,0.993,0.898,0.0872,0.585,103.512,audio_features,1ajmDbaiiibRPxiXUSMGlg,spotify:track:1ajmDbaiiibRPxiXUSMGlg,https://api.spotify.com/v1/tracks/1ajmDbaiiibRPxiXUSMGlg,https://api.spotify.com/v1/audio-analysis/1ajmDbaiiibRPxiXUSMGlg,178760,4
432,0.4,0.201,2,-20.961,1,0.0399,0.993,0.926,0.102,0.503,147.687,audio_features,7AFb8la8KRspRHtpoZYPZO,spotify:track:7AFb8la8KRspRHtpoZYPZO,https://api.spotify.com/v1/tracks/7AFb8la8KRspRHtpoZYPZO,https://api.spotify.com/v1/audio-analysis/7AFb8la8KRspRHtpoZYPZO,263987,4
433,0.477,0.00786,7,-32.42,1,0.0409,0.993,0.919,0.102,0.371,72.642,audio_features,1fhOfVEbfdoT420aaJnn2L,spotify:track:1fhOfVEbfdoT420aaJnn2L,https://api.spotify.com/v1/tracks/1fhOfVEbfdoT420aaJnn2L,https://api.spotify.com/v1/audio-analysis/1fhOfVEbfdoT420aaJnn2L,331707,4
434,0.447,0.141,2,-20.969,1,0.0532,0.993,0.948,0.195,0.491,149.971,audio_features,1eQ01oTyREwHZeatGvWTnQ,spotify:track:1eQ01oTyREwHZeatGvWTnQ,https://api.spotify.com/v1/tracks/1eQ01oTyREwHZeatGvWTnQ,https://api.spotify.com/v1/audio-analysis/1eQ01oTyREwHZeatGvWTnQ,370813,1
435,0.471,0.051,0,-26.794,1,0.0429,0.994,0.925,0.0875,0.681,135.23,audio_features,6uPhGIrCJQECkNYGZZ1Vbl,spotify:track:6uPhGIrCJQECkNYGZZ1Vbl,https://api.spotify.com/v1/tracks/6uPhGIrCJQECkNYGZZ1Vbl,https://api.spotify.com/v1/audio-analysis/6uPhGIrCJQECkNYGZZ1Vbl,384427,4
436,0.406,0.00419,5,-34.245,0,0.0707,0.996,0.944,0.0568,0.232,66.287,audio_features,00Z3gHgMUXYJ20X0EtMTmc,spotify:track:00Z3gHgMUXYJ20X0EtMTmc,https://api.spotify.com/v1/tracks/00Z3gHgMUXYJ20X0EtMTmc,https://api.spotify.com/v1/audio-analysis/00Z3gHgMUXYJ20X0EtMTmc,418493,1
437,0.478,0.0639,0,-24.818,1,0.0458,0.993,0.928,0.0841,0.612,90.686,audio_features,34unpJw1ZHG3TAvgi5CSQD,spotify:track:34unpJw1ZHG3TAvgi5CSQD,https://api.spotify.com/v1/tracks/34unpJw1ZHG3TAvgi5CSQD,https://api.spotify.com/v1/audio-analysis/34unpJw1ZHG3TAvgi5CSQD,323440,4
438,0.353,0.0806,9,-23.262,1,0.0487,0.993,0.938,0.0787,0.32,163.297,audio_features,7v5kgH8Y2bS79wpsgoSi2S,spotify:track:7v5kgH8Y2bS79wpsgoSi2S,https://api.spotify.com/v1/tracks/7v5kgH8Y2bS79wpsgoSi2S,https://api.spotify.com/v1/audio-analysis/7v5kgH8Y2bS79wpsgoSi2S,787800,4
439,0.372,0.101,9,-21.66,1,0.0402,0.99,0.921,0.118,0.553,139.836,audio_features,1a7UaqxdmU00P09n6wCroU,spotify:track:1a7UaqxdmU00P09n6wCroU,https://api.spotify.com/v1/tracks/1a7UaqxdmU00P09n6wCroU,https://api.spotify.com/v1/audio-analysis/1a7UaqxdmU00P09n6wCroU,338187,4
440,0.541,0.288,9,-15.046,1,0.0424,0.983,0.913,0.109,0.76,132.639,audio_features,3pQxYitMFDnDAAuEMRTokL,spotify:track:3pQxYitMFDnDAAuEMRTokL,https://api.spotify.com/v1/tracks/3pQxYitMFDnDAAuEMRTokL,https://api.spotify.com/v1/audio-analysis/3pQxYitMFDnDAAuEMRTokL,214493,4
441,0.464,0.0682,0,-23.05,1,0.0503,0.995,0.937,0.0968,0.377,77.464,audio_features,4v9C5dk54xaXVwA9nUw9GJ,spotify:track:4v9C5dk54xaXVwA9nUw9GJ,https://api.spotify.com/v1/tracks/4v9C5dk54xaXVwA9nUw9GJ,https://api.spotify.com/v1/audio-analysis/4v9C5dk54xaXVwA9nUw9GJ,391760,4
442,0.471,0.0135,10,-32.703,1,0.0491,0.995,0.956,0.0689,0.361,72.538,audio_features,0Ccu2M4VBHoKCe90ghTjZM,spotify:track:0Ccu2M4VBHoKCe90ghTjZM,https://api.spotify.com/v1/tracks/0Ccu2M4VBHoKCe90ghTjZM,https://api.spotify.com/v1/audio-analysis/0Ccu2M4VBHoKCe90ghTjZM,282080,4
443,0.352,0.126,5,-21.471,1,0.0406,0.991,0.938,0.087,0.57,151.662,audio_features,4lzC2yrkJ3KEeqc3BBXfMa,spotify:track:4lzC2yrkJ3KEeqc3BBXfMa,https://api.spotify.com/v1/tracks/4lzC2yrkJ3KEeqc3BBXfMa,https://api.spotify.com/v1/audio-analysis/4lzC2yrkJ3KEeqc3BBXfMa,414573,4
444,0.392,0.123,5,-25.004,1,0.0402,0.992,0.956,0.0832,0.569,130.473,audio_features,0fabZGqZaGi3dNikIwfHRe,spotify:track:0fabZGqZaGi3dNikIwfHRe,https://api.spotify.com/v1/tracks/0fabZGqZaGi3dNikIwfHRe,https://api.spotify.com/v1/audio-analysis/0fabZGqZaGi3dNikIwfHRe,426760,4
445,0.381,0.0165,3,-31.019,1,0.05,0.995,0.953,0.109,0.241,78.188,audio_features,6eBGv8GdMGTH6j0zykXwZ4,spotify:track:6eBGv8GdMGTH6j0zykXwZ4,https://api.spotify.com/v1/tracks/6eBGv8GdMGTH6j0zykXwZ4,https://api.spotify.com/v1/audio-analysis/6eBGv8GdMGTH6j0zykXwZ4,461560,4
